Memory (MB),CPU Usage (%),CPU Time
Memory: 99 MB, CPU Usage: 59.5%, CPU Time: 14:34
Memory: 99 MB, CPU Usage: 59.5%, CPU Time: 14:35
Memory: 99 MB, CPU Usage: 59.6%, CPU Time: 14:36
Memory: 99 MB, CPU Usage: 59.6%, CPU Time: 14:37
Memory: 99 MB, CPU Usage: 59.6%, CPU Time: 14:38
Memory: 99 MB, CPU Usage: 59.6%, CPU Time: 14:39
Memory: 99 MB, CPU Usage: 59.6%, CPU Time: 14:40
Memory: 99 MB, CPU Usage: 59.6%, CPU Time: 14:41
Memory: 99 MB, CPU Usage: 59.7%, CPU Time: 14:43
Memory: 99 MB, CPU Usage: 59.7%, CPU Time: 14:44
Memory: 100 MB, CPU Usage: 59.7%, CPU Time: 14:45
Memory: 99 MB, CPU Usage: 59.7%, CPU Time: 14:46
Memory: 99 MB, CPU Usage: 59.7%, CPU Time: 14:47
Memory: 99 MB, CPU Usage: 59.7%, CPU Time: 14:48
Memory: 99 MB, CPU Usage: 59.8%, CPU Time: 14:49
Memory: 99 MB, CPU Usage: 59.8%, CPU Time: 14:50
Memory: 100 MB, CPU Usage: 59.8%, CPU Time: 14:51
Memory: 99 MB, CPU Usage: 59.8%, CPU Time: 14:52
Memory: 100 MB, CPU Usage: 59.8%, CPU Time: 14:53
Memory: 99 MB, CPU Usage: 59.8%, CPU Time: 14:54
Memory: 100 MB, CPU Usage: 59.9%, CPU Time: 14:55
Memory: 101 MB, CPU Usage: 59.9%, CPU Time: 14:56
Memory: 101 MB, CPU Usage: 59.9%, CPU Time: 14:57
Memory: 101 MB, CPU Usage: 59.9%, CPU Time: 14:58
Memory: 101 MB, CPU Usage: 59.9%, CPU Time: 14:59
Memory: 87 MB, CPU Usage: 59.9%, CPU Time: 15:00
Memory: 87 MB, CPU Usage: 59.9%, CPU Time: 15:01
Memory: 87 MB, CPU Usage: 59.9%, CPU Time: 15:02
Memory: 87 MB, CPU Usage: 59.9%, CPU Time: 15:03
Memory: 87 MB, CPU Usage: 59.9%, CPU Time: 15:04
Memory: 87 MB, CPU Usage: 60.0%, CPU Time: 15:05
Memory: 87 MB, CPU Usage: 60.0%, CPU Time: 15:06
Memory: 87 MB, CPU Usage: 60.0%, CPU Time: 15:07
Memory: 87 MB, CPU Usage: 60.0%, CPU Time: 15:08
Memory: 87 MB, CPU Usage: 60.0%, CPU Time: 15:09
Memory: 87 MB, CPU Usage: 60.0%, CPU Time: 15:11
Memory: 87 MB, CPU Usage: 60.0%, CPU Time: 15:12
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:13
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:14
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:15
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:16
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:17
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:18
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:19
Memory: 86 MB, CPU Usage: 60.0%, CPU Time: 15:20
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:21
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:22
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:23
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:24
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:25
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:26
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:27
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:28
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:29
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:30
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:31
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:32
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:33
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:34
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:35
Memory: 86 MB, CPU Usage: 60.1%, CPU Time: 15:36
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:37
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:39
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:40
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:41
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:42
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:43
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:44
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:45
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:46
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:47
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:48
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:49
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:50
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:51
Memory: 86 MB, CPU Usage: 60.2%, CPU Time: 15:52
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 15:53
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 15:54
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 15:55
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 15:56
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 15:57
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 15:58
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 15:59
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:00
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:01
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:02
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:03
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:04
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:05
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:07
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:08
Memory: 86 MB, CPU Usage: 60.3%, CPU Time: 16:09
Memory: 86 MB, CPU Usage: 60.4%, CPU Time: 16:10
Memory: 86 MB, CPU Usage: 60.4%, CPU Time: 16:11
Memory: 86 MB, CPU Usage: 60.4%, CPU Time: 16:12
Memory: 86 MB, CPU Usage: 60.4%, CPU Time: 16:13
Memory: 86 MB, CPU Usage: 60.4%, CPU Time: 16:14
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:15
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:16
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:17
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:18
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:19
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:20
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:21
Memory: 85 MB, CPU Usage: 60.4%, CPU Time: 16:22
Memory: 86 MB, CPU Usage: 60.4%, CPU Time: 16:23
Memory: 86 MB, CPU Usage: 60.4%, CPU Time: 16:24
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:25
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:26
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:27
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:28
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:29
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:30
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:31
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:32
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:33
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:35
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:36
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:37
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:38
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:39
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:40
Memory: 86 MB, CPU Usage: 60.5%, CPU Time: 16:41
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:42
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:43
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:44
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:45
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:46
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:47
Memory: 85 MB, CPU Usage: 60.6%, CPU Time: 16:48
Memory: 85 MB, CPU Usage: 60.6%, CPU Time: 16:49
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:50
Memory: 85 MB, CPU Usage: 60.6%, CPU Time: 16:51
Memory: 85 MB, CPU Usage: 60.6%, CPU Time: 16:52
Memory: 85 MB, CPU Usage: 60.6%, CPU Time: 16:53
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:54
Memory: 85 MB, CPU Usage: 60.6%, CPU Time: 16:55
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:56
Memory: 86 MB, CPU Usage: 60.6%, CPU Time: 16:57
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 16:58
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 16:59
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:00
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:01
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:03
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:04
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:05
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:06
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:07
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:08
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:09
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:10
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:11
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:12
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:13
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:14
Memory: 87 MB, CPU Usage: 60.7%, CPU Time: 17:15
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:16
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:17
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:18
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:19
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:20
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:21
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:22
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:23
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:24
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:25
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:26
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:27
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:28
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:29
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:31
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:32
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:33
Memory: 86 MB, CPU Usage: 60.8%, CPU Time: 17:34
Memory: 87 MB, CPU Usage: 60.8%, CPU Time: 17:35
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:36
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:37
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:38
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:39
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:40
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:41
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:42
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:43
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:44
Memory: 89 MB, CPU Usage: 60.9%, CPU Time: 17:45
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:46
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:47
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:48
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:49
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:50
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:51
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:52
Memory: 87 MB, CPU Usage: 60.9%, CPU Time: 17:53
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 17:54
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 17:55
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 17:56
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 17:57
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 17:59
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:00
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:01
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:02
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:03
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:04
Memory: 86 MB, CPU Usage: 61.0%, CPU Time: 18:05
Memory: 86 MB, CPU Usage: 61.0%, CPU Time: 18:06
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:07
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:08
Memory: 88 MB, CPU Usage: 61.0%, CPU Time: 18:09
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:10
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:11
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:12
Memory: 87 MB, CPU Usage: 61.0%, CPU Time: 18:13
Memory: 89 MB, CPU Usage: 61.0%, CPU Time: 18:14
Memory: 87 MB, CPU Usage: 61.1%, CPU Time: 18:15
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:16
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:17
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:18
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:19
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:20
Memory: 89 MB, CPU Usage: 61.1%, CPU Time: 18:21
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:22
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:23
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:24
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:25
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:26
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:28
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:29
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:30
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:31
Memory: 89 MB, CPU Usage: 61.1%, CPU Time: 18:32
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:33
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:34
Memory: 88 MB, CPU Usage: 61.1%, CPU Time: 18:35
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:36
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:37
Memory: 89 MB, CPU Usage: 61.2%, CPU Time: 18:38
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:39
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:40
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:41
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:42
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:43
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:44
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:45
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:46
Memory: 88 MB, CPU Usage: 61.2%, CPU Time: 18:47
Memory: 89 MB, CPU Usage: 61.2%, CPU Time: 18:48
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:49
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:50
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:51
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:52
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:53
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:54
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:56
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:57
Memory: 87 MB, CPU Usage: 61.2%, CPU Time: 18:58
Memory: 87 MB, CPU Usage: 61.3%, CPU Time: 18:59
Memory: 90 MB, CPU Usage: 61.3%, CPU Time: 19:00
Memory: 90 MB, CPU Usage: 61.3%, CPU Time: 19:01
Memory: 90 MB, CPU Usage: 61.3%, CPU Time: 19:02
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:03
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:04
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:05
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:06
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:07
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:08
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:09
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:10
Memory: 90 MB, CPU Usage: 61.3%, CPU Time: 19:11
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:12
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:13
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:14
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:15
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:16
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:17
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:18
Memory: 88 MB, CPU Usage: 61.3%, CPU Time: 19:19
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:20
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:21
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:22
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:24
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:25
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:26
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:27
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:28
Memory: 90 MB, CPU Usage: 61.4%, CPU Time: 19:29
Memory: 88 MB, CPU Usage: 61.4%, CPU Time: 19:30
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:31
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:32
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:33
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:34
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:35
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:36
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:37
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:38
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:39
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:40
Memory: 89 MB, CPU Usage: 61.4%, CPU Time: 19:41
